id,human_readable_id,source,target,description,weight,combined_degree,text_unit_ids
87ca734b-c673-4c65-9794-5c97f9c4f5f0,85,现代汽车公司,伊兰特,伊兰特是现代汽车公司生产的一款紧凑型轿车，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
815dcf84-de18-4090-aa2f-d2c95b28cbad,86,现代汽车公司,KONA电动版,KONA电动版是现代汽车公司生产的一款电动车型，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
29fc5e35-2a74-4d82-9983-c93644b079a7,87,现代汽车公司,IONIQ 5,IONIQ 5是现代汽车公司生产的一款电动车型，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
8b3ea064-78d8-47ef-87db-e7cda2553438,88,现代汽车公司,IONIQ 6,IONIQ 6是现代汽车公司生产的一款电动车型，涉及召回事件。,8.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
ce352d29-26d5-4d0e-8bf6-daaf1967b7fa,89,现代汽车公司,召回编号248,现代汽车公司此次召回编号为248，涉及电子稳定控制系统传感器校准问题。,9.0,13,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
84a2f00b-749a-47e8-9c6c-5db2981ceb81,90,现代汽车公司,车主通知信,车主通知信已于2024年10月5日邮寄，通知车主召回相关信息。,8.0,14,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
7ebba88c-5c6d-46c4-a2ab-4b29dd0a1da6,91,现代汽车公司,韩国,召回事件涉及的生产国为韩国。,7.0,12,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
c43d8407-d4fb-4422-a20b-38bd3038ed5d,92,电子稳定控制系统,校准问题,"电子稳定控制系统传感器的(""entity""",1.0,5,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
0a07c63d-dd5d-45f0-8fee-aed56fde4d15,93,电子稳定控制系统,现代摩比斯,现代摩比斯是电子稳定控制系统的零部件制造商，涉及召回事件。,8.0,4,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
3f5dc2d6-f242-4b5b-83a7-d87516fa2566,94,电子稳定控制系统,免费更新电子稳定控制系统软件,经销商将免费更新电子稳定控制系统软件以解决问题。,9.0,4,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
e29231a1-e12f-4327-a76b-b60d1d2bf823,95,校准问题,碰撞风险,电子稳定控制系统传感器的校准问题可能增加发生碰撞的风险。,9.0,3,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
d744fe34-b9dc-4c81-8eac-8a3afc7ecf4e,96,HTTPS://WWW.NHTSA.GOV/RECALLS?NHTSAID=24V612000,召回编号248,召回事件的详细信息可通过此网址查看。,1.0,3,['bdd82bb05fd541edefd037066d88ac3f733d613d919b7091d5bc33f5b6665ffa0123bcbcecaa90e4a4aa3b047e7c8e308aa10f46dc58f39cbfc275ed90ef2265']
70d6e024-af40-44e8-abed-0e3d40094ed3,97,上汽大众汽车有限公司,大众,上汽大众汽车有限公司是大众品牌帕萨特系列车型的生产者,9.0,5,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
2a6ed9ca-77f1-4d12-b34f-92fbec131ab9,98,帕萨特系列,发动机,帕萨特系列车型的发动机涉及正时链条松动或张紧器故障问题,8.0,6,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
cf9317aa-28d4-4fe2-ac8c-11873c419595,99,帕萨特系列,帕萨特行驶3.2万公里发动机异响,帕萨特系列车型涉及发动机异响问题,8.0,4,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
7cc0a946-3f88-463b-98b5-dbdacb2284e9,100,发动机,正时链条松动,发动机正时链条存在轻微松动现象，属于正常磨损范围内,7.0,8,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
814a1986-6749-4ab5-b0c1-d9217cd8ae00,101,发动机,张紧器故障,发动机张紧器可能存在故障，导致怠速和低速行驶时发动机舱出现异响,7.0,8,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
63320943-b81c-4cc6-ba13-9617d665dfaf,102,发动机,车辆发动机舱异响,发动机问题导致车辆发动机舱出现异响,8.0,5,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
f15b2274-55f5-4643-a833-0659ac901e48,103,正时链条松动,免费更换正时链条及张紧器,维修措施包括免费更换正时链条以解决松动问题,8.0,7,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
ad172e81-9000-4ff4-a70b-9b7b81a49f50,104,正时链条松动,正时链条及张紧器,正时链条松动问题涉及该部件,7.0,6,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
cb8b91f2-bb5e-4406-8ffe-03bfe6db76ad,105,正时链条松动,免费提供维修服务,维修措施包括免费更换正时链条以解决松动问题,8.0,7,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
8f9b90d4-c117-4169-9373-ddc18aa98aed,106,张紧器故障,免费更换正时链条及张紧器,维修措施包括免费更换张紧器以解决故障问题,8.0,7,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
951c93ef-60be-4f49-957c-0c7f53a56266,107,张紧器故障,正时链条及张紧器,张紧器故障问题涉及该部件,7.0,6,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
b80f1664-f139-4aab-8ea3-a463d307b552,108,张紧器故障,免费提供维修服务,维修措施包括免费更换张紧器以解决故障问题,8.0,7,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
9b364d27-c4e1-4068-87c9-b82de1f0e3b3,109,免费更换正时链条及张紧器,首次反馈已提交,消费者首次反馈后安排维修，包括免费更换正时链条及张紧器,9.0,8,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
b3bec799-92a3-4729-9469-dbfe51b23186,110,首次反馈已提交,协作网(中国网汽车),消费者通过协作网提交缺陷报告，首次反馈已提交,9.0,6,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
faaf0ea7-e828-471b-a977-4189413298ae,111,首次反馈已提交,形式审查已完成,缺陷报告从“首次反馈已提交”到“形式审查已完成”，表明在产品安全领域中，缺陷报告在首次反馈提交后顺利通过形式审查。这一过程反映了缺陷报告在提交后经过初步评估和审查的关键阶段，确保报告内容符合形式要求，为后续深入分析和处理奠定基础。这一流程的完成标志着产品安全管理体系中重要的一环，体现了对缺陷报告处理的规范性和高效性。,14.0,9,"['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b'
 'a78ffc1ee4126bdf4229637c372adc2624071322725a170052ac9a9cce646cbcfad010db89a6374cfc065b9f2d275b0cb2351adbcb0d8a835cede706769a2491']"
a1a47365-f2f9-42df-912a-16a7d2400cba,112,江苏省,南京市,南京市是江苏省内的消费者所在地,8.0,3,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
92c03785-46e8-4e24-b49c-ee0d5ab9f267,113,帕萨特行驶3.2万公里发动机异响,李四,消费者李四报告帕萨特车型发动机异响问题,9.0,3,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
1f417e3d-d31b-491f-803f-13b1ce4aa453,114,车辆在保修期内,免费提供维修服务,由于车辆在保修期内，消费者可享受免费维修服务,1.0,4,['68ccd9cdfb252b2bd7c53ee44b9e89602f2265848a662bded6f449414e7f6b943fdc4915466855fd1cc30a9b28b0bbac0086b73b29470a47c0f3de238f4bef3b']
f5a8293d-ad4a-48bf-a4f1-a9904db90ba9,115,华为技术有限公司,华为MATE60手机,华为技术有限公司是华为Mate60手机的生产企业,9.0,9,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
6bb37571-c790-4d99-9f4e-49bb369db309,116,华为技术有限公司,质量问题,华为技术有限公司生产的Mate60手机被消费者投诉存在质量问题,8.0,7,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
803d59cf-eac7-4732-af06-81bc05e0ccf8,117,华为MATE60手机,严重发热,华为Mate60手机在使用三个月后出现严重发热问题,8.0,10,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
ecb45d1a-9d60-43cd-a4c4-2c21ad81064e,118,华为MATE60手机,电池快速耗尽,华为Mate60手机在使用三个月后出现电池快速耗尽问题,8.0,10,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
d6d5c506-42db-4a03-809c-03daac6a2000,119,华为MATE60手机,质量问题,华为Mate60手机被消费者投诉存在质量问题,9.0,12,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
46eca61b-2884-41d1-b082-f6324dd525b6,120,华为MATE60手机,华为官方旗舰店,消费者在华为官方旗舰店购买了Mate60手机,7.0,9,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
244bcba8-5468-484d-9b64-85c585f444eb,121,华为MATE60手机,通讯设备,华为Mate60手机属于通讯设备类别,7.0,9,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
7fc59577-51e2-4034-8d71-ec0c5a833818,122,华为MATE60手机,电子电器,华为Mate60手机属于电子电器类别,7.0,12,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
0498abf5-7cc1-488f-87d6-ab945e44c46e,123,严重发热,电子产品质量问题,电子产品质量问题包括华为Mate60手机的严重发热问题,8.0,6,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
57764b89-c106-4f3e-9853-98cdbb79ad43,124,严重发热,质量问题,质量问题包括华为Mate60手机的严重发热问题,8.0,8,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
2eacd1cf-f137-4d99-9a65-da5fb2c36511,125,电池快速耗尽,电子产品质量问题,电子产品质量问题包括华为Mate60手机的电池快速耗尽问题,8.0,6,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
1fd3372e-da83-4588-bdcc-8e52e284d8db,126,电池快速耗尽,质量问题,质量问题包括华为Mate60手机的电池快速耗尽问题,8.0,8,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
01015725-24c3-4b96-995c-2057c5686e0c,127,更换同型号新机或退款,李**,消费者李**要求更换同型号新机或退款以解决问题,1.0,7,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
a7372b27-cbe5-4312-8c82-ad46c9e33a08,128,电子产品质量问题,李**,消费者李**投诉华为Mate60手机存在电子产品质量问题,7.0,9,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
41174ab0-5e82-41c5-bfff-c655b269ed4c,129,李**,华为官方旗舰店,消费者李**在华为官方旗舰店购买了Mate60手机,6.0,8,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
17d2bcf6-cc81-4dfa-9e23-b4a124fb1d78,130,李**,质量问题,消费者李**投诉华为Mate60手机存在质量问题,7.0,11,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
daea8731-19ab-41c3-905d-3570ef06f32b,131,李**,通讯设备,消费者李**投诉的产品Mate60手机属于通讯设备类别,6.0,8,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
0bdfc590-1fe8-463e-9f43-7c9f8ee78bd4,132,李**,电子电器,消费者李**投诉的产品Mate60手机属于电子电器类别,1.0,11,['648df115cd87b36a9087a53be34fb6859e348a684cf81ac789d398e0e9529b3d419acda2429e1b2bf2ec2a11e5afa1032da0243d272d6fb49c7d08d0c2ca1375']
00c8b9f6-c38c-4235-bac1-5588c0ab68c9,133,制动失灵,刹车系统,制动失灵是刹车系统中的一种严重故障,9.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
d36b21fb-e7a2-4ac3-b0dd-b8edb572cc46,134,刹车系统,刹车失灵,刹车失灵是刹车系统故障的一种表现,8.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
18618707-3172-44a2-a920-d3be73f8d72f,135,刹车系统,制动距离长,制动距离长可能由刹车系统性能下降引起,7.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
d0b18ecd-4e65-4022-b673-93fc0f3e84b1,136,刹车系统,刹车异响,刹车异响可能由刹车系统部件磨损或故障引起,6.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
1b36c542-1fce-4f8e-828f-6e5e860b20e6,137,刹车系统,ABS故障,ABS故障是刹车系统中防抱死制动功能的故障,8.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
9ee18390-07e1-4b9b-8558-f1f0e5b51978,138,刹车系统,刹车泵故障,刹车泵故障可能导致刹车系统制动压力不足,7.0,8,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
e224f57c-d864-4866-9e7a-fa6a4e32c00f,139,刹车系统,底盘系统,刹车系统是底盘系统的重要组成部分,1.0,10,['dde296897e8f9fd3717a13ed3dcc235b75f4cb290f92348af07df300a9f2947a43e80c894e52e7dfcc4f993383f0c35c608b8f67e2f17162088a32cc87799794']
b2a377b0-0340-4a3d-ba56-3e44ee346954,140,王强,机械伤害,王强在工作场所因机械伤害导致右手食指断裂伤,8.0,11,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
14441771-ac3d-4b82-b7da-6f2112d4a21b,141,王强,广东省,王强的伤害发生地为广东省,1.0,11,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
13bafbd0-c6f7-4d63-85bd-07811740156b,142,王强,2023-07-01,王强的伤害发生日期为2023年7月1日,8.0,9,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
cf867cd0-085c-48bb-81f9-e4b894f415a7,143,王强,2023-07-01 18:45,王强的伤害就诊时间为2023年7月1日18:45,7.0,9,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
551358d0-0ba6-4180-a03b-1612e491063a,144,王强,工作场所,王强的伤害发生地点为工作场所,8.0,9,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
824aada4-ed36-49c8-8fee-9277c85f3e89,145,王强,工作,王强的伤害发生时活动为工作,7.0,9,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
86f95e16-2d54-4ff8-9523-f7f95617226e,146,王强,未饮酒,王强在伤害发生时未饮酒,6.0,11,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
46f1bb12-12e4-4165-8c0c-ca8bf14cabf8,147,王强,13500123456,王强的联系电话为13500123456,1.0,9,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
0beb980f-973f-4121-bcee-086d2a345390,148,机械伤害,切割机,"切割机直接导致机械伤害
机械伤害由切割机直接导致",18.0,4,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
df511959-019b-4605-86c4-04d824a68017,149,机械伤害,裂伤,机械伤害导致裂伤,9.0,5,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
1773532e-63cc-4818-9bd2-bfca389e4edd,150,右手食指断裂伤,手外科,右手食指断裂伤由手外科部门处理,7.0,6,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
981c10a0-0a83-47d5-8444-78cde8a6484a,151,右手食指断裂伤,裂伤,裂伤是右手食指断裂伤的具体表现,8.0,7,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
4c3cc708-7df5-4a12-a802-c305fb7960ea,152,右手食指断裂伤,肌肉系统,右手食指断裂伤累及肌肉系统,8.0,6,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
c1b886c0-bf61-463b-a0fe-40f9c4e341fb,153,右手食指断裂伤,中度,右手食指断裂伤的严重程度为中度,7.0,6,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
13e13b2f-13c8-48f7-bd09-b0d194bacc98,154,右手食指断裂伤,转院,右手食指断裂伤的伤害结局为转院,8.0,6,['0868536767af7b6004e1c146d2e9af623d6632749cf91cf81eae0bbb94d5bc262077f9279856189544531f08ec621d04e13ec5c6af7eda58173a9b8649ae5d9d']
3d44308c-5bd8-4f57-9efa-6c398127bc7a,155,杭州家电科技有限公司,产品质量问题,杭州家电科技有限公司因产品质量问题被要求进行全面检查,7.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
e85b82b1-8d9f-49e3-b8c3-9cbe90b8db0e,156,杭州家电科技有限公司,整改方案,杭州家电科技有限公司预计两周内提交整改方案以解决产品质量问题,1.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
79fc5d11-7e5b-4e7f-b7cb-ad4133afad97,157,杭州家电科技有限公司,浙江省,杭州家电科技有限公司位于浙江省,6.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
eb9b0fc8-5a12-46c0-a73b-7311d7c2f471,158,杭州家电科技有限公司,调查通知,杭州家电科技有限公司已收到调查通知，要求进行全面检查,8.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
e86746f9-d6f5-491b-bef9-938249a950d7,159,杭州家电科技有限公司,全面检查,杭州家电科技有限公司正在对相关批次产品进行全面检查,7.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
c3c3f392-8266-4ab1-8ca2-a047f33a8e7c,160,杭州家电科技有限公司,202406期,202406期是杭州家电科技有限公司案例处理的时间节点,1.0,7,['fd3c621c557780e5e43c77a826849aeb0633b46c07455dffcbcd3f9dc3805f96f425c72bd42b6e856a8ef61692204e3666a3966c6ebdd06637e3af819432c295']
8d31358c-eefb-4709-b638-461affd8e077,161,李娜,跌倒/坠落,李娜因跌倒/坠落导致伤害,8.0,9,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
858b7484-1168-40cc-b939-045a1be012eb,162,李娜,北京市,李娜的户籍所在地为北京市,8.0,6,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
a834d3b7-7210-44ea-93db-b18ce62aac82,163,李娜,教师,李娜的职业为教师,7.0,6,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
8fc8d42c-866b-4baf-8dd6-30066919e128,164,李娜,未饮酒,李娜在伤害发生时未饮酒,7.0,8,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
ff046e93-086d-483c-8ecf-db8b8ae17149,165,李娜,13987654321,李娜的联系电话为13987654321,1.0,6,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
e0eca2f6-66ed-4ba3-85ca-6df67ebff995,166,跌倒/坠落,家中,跌倒/坠落事件发生在家中,7.0,5,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
05336060-6a01-4e09-bfcd-5107d84f9475,167,跌倒/坠落,地板,地板间接导致了跌倒/坠落事件,7.0,6,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
5766ecc0-4b99-4368-9e2a-282669e35af5,168,跌倒/坠落,日常活动,跌倒/坠落发生时的活动为日常活动,6.0,5,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
20034678-125a-472f-908e-052b90dcc3a0,169,骨折,手腕,骨折发生在手腕部位,9.0,4,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
8a3824cf-8212-471e-94cf-bbeb81cadf95,170,骨折,骨骼系统,骨折累及骨骼系统,8.0,4,['b5e716b1f062d511dd300de9550d02c3bac9015435cfb840355683cdd562a54daecf4210b69e0e6bc76d725f4264f6b044ad86347615d4b66f10e58b7568d84c']
